"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.194307832096283,0.206470306304846,0.177868952256928,0.127550971596992,0.118465816499003,0.121913916493549,0.105694430783374,0.113212962201726,0.173368598312629,0.0577545067337469,0.124066058765908,0.160880058863686,0.173042927931233,0.171977209085569,0.173027343493984,0.170526493786522,0.193222583669896,0.179377844028609,0.142587162622336,0.0993447984887451,0.11101931675093,0.074423126579123,0.11077121063887,0.126484871387432,0.106710566806873,0.0483482926049479,0.0407070642191736,0.0193013600602311,0.0141436775554154,0.0362689742901475,0.0262232224776124,0.0851299085471076,0.111335220174845,0.0965693221337012,0.0877332291907944,0.0941496384400416,0.0776775078385568,0.113360415873503,0.095878672487672,0.11589848870401,0.123621516509498,0.128910821364326,0.123480090815675,0.156825499140086,0.140733175652086,0.152195591850941,0.136652709262511,0.131143122773869,0.11649699935318,0.103677004966348
"2",0.206470306304846,0.234106717614577,0.204313791895554,0.106011159833222,0.100387640810664,0.111561041139438,0.0996018393941785,0.0952904078116609,0.17947513772831,0.0279917800581198,0.105442157262096,0.168486468134746,0.175678291372546,0.186019037734351,0.189039603048568,0.184285234322882,0.222527623779864,0.207603561674221,0.144263244136302,0.0809958078344835,0.093547672957803,0.0534319487701666,0.0836196832175204,0.116154242035758,0.0905348359476441,0.0117079077895695,0.0123410747506547,-0.0126921146879514,-0.0192179498468468,0.0024427316716031,-0.013447706160307,0.0646617641331098,0.0854982528921823,0.0686022887536825,0.0729679959477782,0.072667827753782,0.059676978679691,0.0985945310738465,0.0895700802896977,0.104050995956258,0.113457630188216,0.128729811471173,0.111516223895547,0.151848878934043,0.135268927921791,0.151498288313092,0.119825361352033,0.11087058215184,0.0950514859776877,0.0908189130248436
"3",0.177868952256928,0.204313791895554,0.178755236391109,0.0860347552788588,0.0819125398215937,0.0928839738988152,0.0835268924001818,0.0776082187209821,0.153762859383749,0.0181323094086011,0.086106250981398,0.144705297485905,0.149873528445925,0.160838018788805,0.163781515755198,0.159309930520048,0.19478635553798,0.181891528604634,0.122979989409477,0.0653729292115128,0.0762123161397987,0.0414334035026073,0.0659275780406667,0.0967936106002646,0.0738974193555812,0.00297708335581885,0.00509117981660868,-0.0168842629904136,-0.0226934440508541,-0.00436478186629477,-0.0189887726380234,0.0510812346364653,0.067775184115015,0.0530036347702838,0.0592297037009349,0.057695406163373,0.0473128094826266,0.0810187151941242,0.0749561867663725,0.0862138781525536,0.0945325519182939,0.109418925887383,0.0925390770988905,0.128162813665244,0.113972735900851,0.128679657142829,0.0986777962706444,0.0904078460399329,0.0767341759324484,0.0747707553838791
"4",0.127550971596992,0.106011159833222,0.0860347552788588,0.142974220700085,0.128922796466656,0.116117075747453,0.0948836512126931,0.124502548980145,0.123327954353396,0.104891152703686,0.134397535702354,0.110551591156924,0.130038841685991,0.106316156916633,0.103183363307669,0.105749703811246,0.0923024349312993,0.0836411041640675,0.10814607212184,0.114512759005261,0.121882183480026,0.10032496449433,0.141112684302379,0.119647123203221,0.115912054812104,0.111336409868841,0.0887564815782629,0.0792955173062786,0.0780074411081608,0.096242737792617,0.100114992921859,0.107648573986413,0.138915849258775,0.131642649292119,0.0982405077298003,0.116736515019106,0.09686872784712,0.118283405301782,0.0876407421438834,0.11441198050604,0.117073251760887,0.101177177883133,0.120574654641452,0.132630992659781,0.121024603580984,0.120422936784856,0.14063572436943,0.143240420337379,0.134140299262699,0.106882201102308
"5",0.118465816499003,0.100387640810664,0.0819125398215937,0.128922796466656,0.116400206502869,0.105490373279968,0.0864604671194692,0.112358263186946,0.113921948610804,0.0930473972888626,0.12136757900298,0.102354509814967,0.119702769889215,0.0991728207061425,0.0965126906474581,0.098621525089449,0.0879825835394907,0.0799103109910175,0.0994934389850777,0.103137876840794,0.110001598875624,0.0898188678616244,0.126596293222842,0.108734416216621,0.104661809184777,0.0982097083737769,0.078384727230517,0.0692979591463451,0.0679646899573808,0.0846588356814173,0.087571980677593,0.0966015573812583,0.124723520531546,0.11781040801168,0.0885893590349152,0.10483543021649,0.0869739100074884,0.106994419792862,0.0797856458357409,0.103760254537122,0.106389199004439,0.09288978345384,0.109406561317806,0.121246075320835,0.110534458276563,0.110506140810418,0.127293580210191,0.129306596499734,0.12082109048902,0.0967346278884918
"6",0.121913916493549,0.111561041139438,0.0928839738988152,0.116117075747453,0.105490373279968,0.0984746329294747,0.0818495800930708,0.101602466482794,0.114576441039005,0.077035937984303,0.11009966231525,0.103951923838074,0.118590166900677,0.103897321263695,0.102228002697347,0.103222139223436,0.100195824245898,0.0917692912761656,0.0983237706976258,0.0923613916681441,0.0995071073862956,0.0780477463570814,0.111164621847128,0.101665109464202,0.0948899607467694,0.0788214234539755,0.0633282994460417,0.0526940525341886,0.0507357195766274,0.0668784771901339,0.0669511185762868,0.0849453293265063,0.109954802434394,0.102164203204293,0.0798069757322051,0.0925337107257249,0.0766830219626465,0.0978477226867851,0.0752039225311849,0.0960670841242626,0.0994456675048301,0.090966482404425,0.101546311437031,0.116478579298478,0.105746630785213,0.107988606564911,0.116763874020457,0.117096683813854,0.108220499393765,0.0886992190620159
"7",0.105694430783374,0.0996018393941785,0.0835268924001818,0.0948836512126931,0.0864604671194692,0.0818495800930708,0.0684700677240925,0.0831847306235445,0.0984033044502773,0.0602466810701906,0.0902809112976209,0.0896393513446921,0.101206862043735,0.0907169203525551,0.0896429132514147,0.0900938872684922,0.0902381093941164,0.0828909626826609,0.0838222929647116,0.0752596290325223,0.0814834002927935,0.0626382129431596,0.0896962696153198,0.0845638894125928,0.0777873021276161,0.0605623213627737,0.0488454937515484,0.039177774482041,0.0372751505787943,0.050907855251418,0.0499487833455327,0.0685893051618854,0.0888980746593449,0.0819076624387265,0.065220112022586,0.0748588684240983,0.0620011520855479,0.0805462585436905,0.0627866188682378,0.0795432439868849,0.0827075159475525,0.0772476693432706,0.0841777187936481,0.0980835481894413,0.0888812088775185,0.0916184016583061,0.0962561685266167,0.0959371941762812,0.0881916962958185,0.0731074761828956
"8",0.113212962201726,0.0952904078116609,0.0776082187209821,0.124502548980145,0.112358263186946,0.101602466482794,0.0831847306235445,0.108474273394249,0.10907891949542,0.090387107767725,0.117144730757171,0.0979242132703116,0.114754926623176,0.0946315450124769,0.0920057386866885,0.0941131366130746,0.0833257276693373,0.0756207251852951,0.0954001091576147,0.0996433350790934,0.106196278653376,0.0869624172466026,0.122479478789063,0.104714251809305,0.101024518562293,0.0955966400771252,0.0762664140327802,0.067683000245307,0.0664547449301938,0.0824898666021039,0.0855028507938186,0.093450818332274,0.120633578714846,0.114079940971669,0.085550647310733,0.101388890577062,0.0841212424056202,0.103210074086384,0.0767883829339761,0.099998153477153,0.102457832796691,0.089133215958156,0.1054200449902,0.116519444924231,0.106259972192592,0.106055113321283,0.122763680516532,0.124823562083172,0.116725558609824,0.0932948316574907
"9",0.173368598312629,0.17947513772831,0.153762859383749,0.123327954353396,0.113921948610804,0.114576441039005,0.0984033044502773,0.10907891949542,0.156216334390128,0.0622960380811235,0.119207763657854,0.14433772342797,0.157038742804802,0.15238742723042,0.152710073301951,0.151155062446983,0.166849399085989,0.154565223720181,0.12955953250857,0.0965627960515625,0.106931949946777,0.0746758193480722,0.109827624232989,0.118739920426584,0.102582567201506,0.0559318222191844,0.0462910324903367,0.0279299015040118,0.0236651722929496,0.0440027027126426,0.0367217920932646,0.0842762629814135,0.109918255702408,0.097132488517974,0.0848122385606943,0.0928330294975656,0.0766806249766618,0.108195339399335,0.0895168260508325,0.109569872091442,0.116073543682301,0.117679861861605,0.116525051000856,0.14469664508889,0.13017087825363,0.139091993182132,0.130112698263326,0.126196790655164,0.113211617566444,0.0987446309885618
"10",0.0577545067337469,0.0279917800581198,0.0181323094086011,0.104891152703686,0.0930473972888626,0.077035937984303,0.0602466810701906,0.090387107767725,0.0622960380811235,0.0928889734634792,0.0967452817250687,0.0534079527131567,0.0700278684373115,0.0436825128848458,0.0396735550271615,0.0436875346352065,0.0183873799195933,0.0147548828252445,0.058826891053528,0.0852631530410409,0.088400623612924,0.0803108649298534,0.110251894939561,0.0789931948553648,0.083568097847681,0.104360416358148,0.082232428138743,0.0810597721310136,0.08189819210992,0.0926704541246783,0.101517539325519,0.0838270839843931,0.107517353709658,0.1058640186404,0.0720326567443079,0.0900885206153511,0.0749555754166007,0.083290502591707,0.0564252823058061,0.0777845098409046,0.0773572267819675,0.0570328444219626,0.0813786299366134,0.080173510778378,0.0742114477621885,0.0684316285200658,0.0981980365830423,0.10359396057744,0.0998219268930251,0.0747090953009557
